,影片名,评论内容,评论人,推荐星数,有用数
16,深宫计,"看内容介绍 ，剧集主角以一男配三女的形式。以唐朝为背景，马浚伟饰演皇帝，刘心悠出演的是一位平民公主，功夫很棒 。胡定欣出演皇后，以及陈炜饰演的另一女主角展开 看了三集 ，剧情老套依然很tvb特色的感觉 依然是女人们的勾心斗角，不过很久没看tvb宫斗剧了 ，距离上次最近...

                        ?(展开)",琳琅满目,还行,7
17,深宫计,"《深宫计》播出时间:2018年5月21日 2009年的《宫心计》曾创下高达50点的TVB收视纪录,成为TVB经典宫斗剧。此次TVB与企鹅影视合拍剧《宫心计2深宫计》筹拍就超过一年，最终于2018年5月21日正式与观众见面。该剧由《宫心计》原监制梅小青打造,除了赴内地横店取景，戏服和阵容也是...

                        ?(展开)",若花花,力荐,11
18,深宫计,"很想请教一下大神们 如何分辨电视剧里服饰的廉价货还是高档货 0.0 毕竟21世纪 从来不穿这种衣服上街 商场和淘宝也没有卖的 代购就更不用说了 很想跟上时代的步伐 不大懂 纯粹想学习一下 啊啊啊啊

                        ?(展开)",枕头,力荐,
19,深宫计,"剧看到现在，还是比较喜欢太平公主，虽然坏，但是那种霸气和气场很难让人忽视，每次出场都碾压众人啊，当然也可能是演员演的太好了。 只是历史上的太平公主，差点成为第二个武则天，大权在握，七相中有五相是她的亲信，权倾朝野，直接参政，她要是有心随时可以拉她哥下马，即使...

                        ?(展开)",仰望星空,还行,
20,深宫计,"谈到《宫心计》，最让人印象深刻的莫过于杨怡，简直是教科书版奸角。想当年，杨怡将姚金玲刻画得入木三分，她耍坏使狠的眼神仍让人记忆犹新。时隔九年，《宫心计2深宫计》携带一众新旧面孔，终于在电视机前和大家见面了。还是熟悉的配方，还是熟悉的味道。虽然该剧的七彩的造型...

                        ?(展开)",Georginaaa,力荐,
21,深宫计,"这篇剧评可能有剧透

                        看了《深宫计》第一集 果然大制作 这道具美术服饰背景都是大手笔啊 第一集交代了整个故事背景再引出命案 还算可以 原来太平公主如此心狠手辣 蛇蝎心肠…陈炜演的很赞 胡定欣的高低眉真不适合演古装 刘心悠的扮相也太老了吧 粉打得这么厚还街头卖艺…[吐][吐][吐]三个男主角不过...

                        ?(展开)",K歌之王,推荐,
22,深宫计,"1,米雪那么霸气，不会就开场一会儿直接嗝屁领便当，后面再也没了吧，哦NO，没了一大看点！虽然开场戏有点过，可是好心水你啊！ 2，绾绾的造型怎么这么丑！绾绾那么漂亮那么仙，造型怎么这么不适合啊！哦NO，好想拒绝啊！ 3，刘心悠那么漂亮，为什么看着那么别扭呢！刘心悠感觉...

                        ?(展开)",青鱼,还行,
23,深宫计,"（首发于 今日头条号：天涯小鸟movie） 《深宫计》更新到第7集，剧情越来越有看头了，太平公主深爱的薛绍当年被斩首，其背后的秘密到底是什么呢？ 小编原本担心《深宫计》会步当年《金枝欲孽2》的后尘——狗尾续貂，现在放心了。目前看来，这部姊妹篇还是值得一看的。 《深宫计...

                        ?(展开)",Jenny天涯小鸟,还行,
24,深宫计,"这篇剧评可能有剧透

                        终于放到第8集，这个驸马人设和以前《大明宫词》傅彪饰演的武悠嗣一样，对太平公主一往情深，只可惜公主心中只有薛郎。最是那一句只有失去方懂的珍惜，在得知驸马多年无条件付出后，想去过往点点滴滴，最后策马扬鞭仍没赶到刀下留人。最是伤心离人泪，不忘在当今圣上那换来一句...

                        ?(展开)",影中絮,还行,
25,深宫计,"tvb这些年的宫斗剧中做的最出色的仍然是十几年前的金枝欲孽，不能不说是一种倒退。但是，这也是和团队有关的，金枝欲孽的监制是戚其义，而深宫计是梅小青，风格差距太大。梅小青也拍出过不错的古装戏，但本质上是现代的内核精神，譬如锦绣良缘、金牌冰人。但要拍宫廷剧、权谋剧...

                        ?(展开)",彩虹蜗牛,较差,5
26,深宫计,"今天看了几集《宫心计2》，因此有了些感悟，鉴于该片的产地，我想说一篇简短的感受，算是烧一碗鸡汤，不喜欢的朋友就不用往下看了。 今天也特意问过几个朋友，觉得好看吗？ 大部分的回馈都觉得一般或者不怎么样，自然，我也这样觉得，当然，这个剧也不可能蕴含什么哲学思想，文...

                        ?(展开)",变态终极奥义,还行,
